Player,Class,Pos,School,Conf,Predicted_PER,Predicted_BPM,Predicted_WS40,PER_Percentile_Rank,BPM_Percentile_Rank,WS40_Percentile_Rank
Andrew Mayock,FR,G,Arizona State,Pac-12 Conference,-3.482,-7.455,0.0,4.663,8.29,10.881
Andrew Meadow,FR,F,Boise State,Mountain West Conference,10.1,-0.619,0.091,26.425,20.725,35.751
Andrew Morgan,JR,F,North Dakota State,Summit League,21.082,-0.491,0.157,89.119,21.762,72.539
Andrew Patnode,SR,F,Boston University,Patriot League,-7.145,-18.269,-0.129,4.663,4.145,2.591
Andrew Phillips,FR,F,Lafayette,Patriot League,10.612,-8.367,0.0,31.088,7.772,10.881
Andrew Rohde,SO,G,Virginia,Atlantic Coast Conference,8.255,-0.729,0.031,22.798,20.725,19.689
Andrew Taylor,SR,G,Mississippi State,Southeastern Conference,14.903,2.586,0.166,49.223,41.451,76.166
Andrew Welage,SR,G,Wright State,Horizon League,14.28,-0.02,0.101,46.632,25.389,40.933
Andrew Wells,SR,G,Eastern Michigan,Mid-American Conference,-17.396,-18.836,0.0,2.591,3.627,10.881
Andrew Younan,FR,G,Portland,West Coast Conference,-23.158,-33.783,-0.5,1.554,0.518,1.554
Andy Barba,JR,F,Duquesne,Atlantic 10 Conference,23.63,5.086,0.0,95.855,65.285,10.881
Andy Christos,SR,G,Penn State,Big Ten Conference,-8.215,-11.212,0.0,4.663,5.181,10.881
Angel Montas,SO,F,Fordham,Atlantic 10 Conference,13.223,-4.166,0.067,41.451,13.99,27.461
Angelo Brizzi,SO,G,Davidson,Atlantic 10 Conference,10.967,-0.648,0.07,31.088,20.725,28.497
Angelo Kambala,FR,G,Utah Tech,Western Athletic Conference,4.508,-7.816,0.0,13.99,7.772,10.881
Angelo Stuart,SR,G,Milwaukee,Horizon League,12.179,-1.789,0.083,34.715,18.135,33.679
Aniwaniwa Tait-Jones,JR,F,UC San Diego,Big West Conference,22.045,4.004,0.191,92.746,52.85,89.119
Anquan Boldin Jr.,FR,G,Buffalo,Mid-American Conference,13.192,-2.022,0.043,41.451,17.617,22.28
Ansley Almonor,JR,F,FDU,Northeast Conference,18.765,-0.482,0.125,76.684,21.762,53.886
Ant Abraham,JR,G,Texas A&M-Commerce,Southland Conference,7.469,-5.406,0.038,19.689,11.399,21.244
Antavion Collum,JR,F,McNeese State,Southland Conference,17.293,1.368,0.187,63.212,30.57,88.083
Ante Beljan,SO,F,Little Rock,Ohio Valley Conference,16.243,-2.722,0.0,55.44,16.58,10.881
Ante Brzovic,JR,F,College of Charleston,Coastal Athletic Association,19.146,0.084,0.15,78.756,25.389,68.394
Anthony Arrington,SO,G,Wofford,Southern Conference,15.658,0.754,0.106,52.332,27.979,44.041
Anthony Belardinelli,SR,G,St. Bonaventure,Atlantic 10 Conference,8.006,-5.435,0.0,22.28,11.399,10.881
Anthony Benard,FR,G,Mercer,Southern Conference,6.394,-8.199,-0.018,17.617,7.772,2.591
Anthony Bittar,JR,G,Southeastern Louisiana,Southland Conference,-3.029,-11.177,-0.082,4.663,5.181,2.591
Anthony Blunt,SR,G,Massachusetts-Lowell,America East Conference,7.17,-4.731,0.048,18.653,12.953,22.798
Anthony Bryant,SO,G,Alabama A&M,Southwest Athletic Conference,8.676,-6.845,0.045,23.834,8.29,22.28
Anthony Clayton,JR,G,Syracuse,Atlantic Coast Conference,-40.656,-35.513,-1.0,0.518,0.518,0.0
Anthony Crump,SR,G,Western Michigan,Mid-American Conference,13.328,-4.781,0.054,41.969,12.953,23.834
Anthony Davis Jr.,SO,G,Fairfield,Metro Atlantic Athletic Conference,-4.756,-9.961,0.0,4.663,5.699,10.881
Anthony Dell'Orso,SO,G,Campbell,Coastal Athletic Association,24.482,4.444,0.161,96.891,53.886,73.575
Anthony Finkley,FR,F,Saint Joseph's,Atlantic 10 Conference,6.799,-1.29,0.052,18.135,19.689,23.316
Anthony Holland,SR,G,Washington,Pac-12 Conference,9.665,2.028,0.088,26.425,37.306,35.233
Anthony Leal,SR,G,Indiana,Big Ten Conference,14.252,3.643,0.08,46.632,50.259,31.088
Anthony Maxwell,FR,G,Massachusetts-Lowell,America East Conference,5.426,-7.416,0.0,14.508,8.29,10.881
Anthony McCall,SO,G,Rider,Metro Atlantic Athletic Conference,12.775,-3.872,0.112,37.306,13.99,45.078
Anthony McComb III,SO,G,Bowling Green State,Mid-American Conference,10.583,-5.031,0.041,30.57,12.953,22.28
Anthony Morales,SR,G,Boston University,Patriot League,19.015,1.301,0.169,78.238,30.052,79.275
Anthony Phillips,SR,G,Gardner-Webb,Big South Conference,4.23,-7.13,0.0,13.99,8.29,10.881
Anthony Pritchard,JR,G,Central Michigan,Mid-American Conference,17.884,-0.232,0.109,68.394,25.389,45.078
Anthony Roberts,SR,G,Purdue Fort Wayne,Horizon League,20.157,1.187,0.125,84.974,30.052,53.886
Anthony Robinson II,FR,G,Missouri,Southeastern Conference,12.098,2.468,0.101,34.715,40.415,40.933
Anthony Sciarroni,SR,G,Valparaiso,Missouri Valley Conference,-2.722,-10.038,-0.08,5.181,5.699,2.591
Anthony Selden,SR,G,Rice,American Athletic Conference,10.493,-2.554,0.043,30.052,16.58,22.28
Anthony Thomas,JR,G,Northwestern State,Southland Conference,-0.454,-11.201,-0.104,8.29,5.181,2.591
Anthony Walker,SR,F,Indiana,Big Ten Conference,14.688,2.049,0.093,47.668,37.306,36.269
Anthony Wrzeszcz,SO,G,Sam Houston,Conference USA,8.724,-2.166,0.07,23.834,17.098,28.497
Antoine Jacks,JR,G,Southern,Southwest Athletic Conference,6.953,-5.47,0.052,18.135,11.399,23.316
Antoine Smith Jr.,SR,F,George Washington,Atlantic 10 Conference,12.947,1.587,0.086,39.896,32.124,35.233
Anton Watson,SR,F,Gonzaga,West Coast Conference,25.859,8.714,0.235,98.964,96.891,97.927
Antonio Chol,SO,F,Rutgers,Big Ten Conference,-5.224,-14.923,-0.111,4.663,4.663,2.591
Antonio Madlock,JR,G,Alabama State,Southwest Athletic Conference,20.086,1.24,0.154,84.456,30.052,71.503
Antonio Reeves,SR,G,Kentucky,Southeastern Conference,24.346,8.506,0.188,96.891,96.373,88.601
Antonio Thomas,SR,G,Evansville,Missouri Valley Conference,12.535,-1.47,0.067,36.269,19.171,27.461
Antrell Charlton,SR,G,Fordham,Atlantic 10 Conference,10.212,0.267,0.078,26.943,26.425,31.088
Antwan Burnett,SO,F,Grambling,Southwest Athletic Conference,14.559,-0.848,0.098,47.668,20.725,38.86
Antwan Robinson,FR,G,Cal State Fullerton,Big West Conference,9.426,-3.292,0.057,24.352,14.508,23.834
Antwan Wilson,FR,G,Maryland-Eastern Shore,Mid-Eastern Athletic Conference,19.257,-2.774,0.124,79.793,16.062,53.368
Antwann Jones,SR,G,UCF,Big 12 Conference,12.815,2.304,0.102,38.86,39.378,41.451
Antwone Woolfolk,SO,F,Rutgers,Big Ten Conference,11.936,0.691,0.097,34.197,27.979,37.824
Anwar Gill,SR,G,La Salle,Atlantic 10 Conference,13.232,-0.813,0.062,41.451,20.725,25.907
Apostolos Roumoglou,SO,G,Connecticut,Big East Conference ,19.091,6.193,0.187,78.756,77.72,88.083
Aquan Smart,JR,G,Southeast Missouri State,Ohio Valley Conference,10.101,-6.846,0.013,26.425,8.29,18.653
Arda Ozdogan,FR,C,Seton Hall,Big East Conference ,6.236,-2.849,0.082,17.617,15.544,32.124
Arecko Gipson,SR,F,Mississippi Valley State,Southwest Athletic Conference,7.393,-7.944,-0.016,19.171,7.772,2.591
Ari Seals,SR,G,Tulsa,American Athletic Conference,2.471,-6.799,0.0,11.399,8.29,10.881
Aric Demings,FR,G,Utah Tech,Western Athletic Conference,7.953,-5.999,-0.006,21.762,9.845,2.591
Ariel Bland,JR,F,UC Santa Barbara,Big West Conference,19.459,1.584,0.139,80.311,32.124,60.104
Arion Lewis,JR,G,Quinnipiac,Metro Atlantic Athletic Conference,14.064,-4.149,0.089,46.114,13.99,35.233
Arman Madi,FR,G,Northern Arizona,Big Sky Conference,10.342,-2.832,0.08,28.497,15.544,31.088
Armandas Plintauskas,SO,G,Merrimack,Northeast Conference,4.675,-7.331,0.041,14.508,8.29,22.28
Armando Bacot,SR,F,North Carolina,Atlantic Coast Conference,25.897,8.471,0.216,98.964,95.855,94.819
Armani Harris,SR,F,Kennesaw State,Atlantic Sun Conference,6.771,-9.277,0.0,18.135,6.218,10.881
Armani Mighty,SO,C,Boston College,Atlantic Coast Conference,8.441,-2.013,0.044,23.316,17.617,22.28
Armon Harried,SR,G,Binghamton,America East Conference,13.976,-2.38,0.08,46.114,16.58,31.088
Armon Jarrard,SO,G,IUPUI,Horizon League,-2.504,-7.734,-0.143,5.699,7.772,2.591
Armoni Zeigler,FR,G,Saint Peter's,Metro Atlantic Athletic Conference,13.687,-0.144,0.107,44.56,25.389,44.56
Arnas Sakenis,SO,F,Southern Illinois-Edwardsville,Ohio Valley Conference,16.771,-2.39,0.12,58.549,16.58,50.777
Arnaud Revaz,JR,F,Weber State,Big Sky Conference,8.903,-6.226,0.062,23.834,9.326,25.907
Arne Osojnik,FR,G,Eastern Michigan,Mid-American Conference,12.682,-1.278,0.082,36.788,19.689,32.124
Arop Arop,FR,F,Columbia,Ivy League,23.371,-2.117,0.184,95.855,17.617,87.565
Arrinten Page,FR,F,Southern California,Pac-12 Conference,11.438,-0.208,0.042,33.679,25.389,22.28
Artemios Gavalas,JR,G,Butler,Big East Conference ,-27.026,-30.76,-0.5,1.036,0.518,1.554
Artese Stapleton,SR,G,Kansas City,Summit League,14.227,-3.313,0.086,46.632,14.508,35.233
Arthur Kaluma,SO,F,Kansas State,Big 12 Conference,16.759,5.009,0.119,58.549,63.731,48.187
Arturo Dean,SO,G,Florida International,Conference USA,17.631,-1.448,0.062,64.767,19.171,25.907
Asher Jackson,FR,G,Boston College,Atlantic Coast Conference,-32.601,-25.24,0.0,0.518,1.036,10.881
Asher Woods,SO,G,Tulane,American Athletic Conference,10.799,-2.517,0.04,31.088,16.58,22.28
Ashton Hardaway,FR,F,Memphis,American Athletic Conference,6.938,-1.879,0.049,18.135,18.135,22.798
Ashton Reese,FR,G,Maryland-Baltimore County,America East Conference,7.878,-3.97,0.032,21.762,13.99,19.689
Ashton Smith,SO,F,Oral Roberts,Summit League,15.296,-5.8,0.071,51.813,10.363,28.497
Assane Diop,FR,F,Colorado,Pac-12 Conference,7.243,-1.002,0.055,18.653,20.725,23.834
Atiba Taylor,SR,G,South Carolina State,Mid-Eastern Athletic Conference,12.372,-4.001,0.087,35.751,13.99,35.233
Atiki Ally Atiki,JR,F,Brigham Young,Big 12 Conference,16.96,1.459,0.129,60.104,31.088,55.44
Atin Wright,JR,G,Drake,Missouri Valley Conference,17.915,2.76,0.15,68.394,42.487,69.43
Atticus Schuler,SO,G,Dayton,Atlantic 10 Conference,16.082,20.049,0.25,54.922,100.0,99.482
Aubin Gateretse,JR,F,Stetson,Atlantic Sun Conference,25.371,3.402,0.203,98.446,47.15,91.192
August Mahoney,SR,G,Yale,Ivy League,16.051,1.444,0.155,54.922,30.57,72.021
Augustas Marciulionis,JR,G,Saint Mary's (CA),West Coast Conference,19.021,4.613,0.198,78.238,56.477,90.674
Augustinas Kiudulas,FR,F,Indiana State,Missouri Valley Conference,-5.995,-16.438,-0.161,4.663,4.663,2.073
Augusto Cassia,FR,F,Butler,Big East Conference ,3.723,-5.841,0.0,13.472,10.363,10.881
Augustus Gerhart,FR,F,Pennsylvania,Ivy League,15.118,0.019,0.134,50.777,25.389,56.995
Aundre Hyatt,SR,F,Rutgers,Big Ten Conference,16.887,5.139,0.134,59.067,66.839,56.995
Aundre Polk,JR,F,Oakland,Horizon League,0.372,-11.865,0.0,9.326,5.181,10.881
Austin Abrams,FR,G,Stonehill,Northeast Conference,6.608,-8.257,0.0,17.617,7.772,10.881
Austin Ball,FR,G,George Mason,Atlantic 10 Conference,11.324,-0.872,0.073,33.679,20.725,30.052
Austin Benigni,SO,G,Navy,Patriot League,16.886,-3.05,0.119,59.067,15.544,49.223
Austin Crowley,SR,G,Southern Mississippi,Sun Belt Conference,17.192,-0.337,0.101,63.212,24.352,40.933
Austin Harvell,SR,F,Alabama A&M,Southwest Athletic Conference,1.09,-10.472,-0.082,10.881,5.699,2.591
Austin Inge,SR,G,Navy,Patriot League,10.72,-2.975,0.082,31.088,15.544,32.124
Austin Montgomery,SO,F,Georgetown,Big East Conference ,28.166,15.618,0.235,99.482,100.0,97.927
Austin Nunez,SO,G,Mississippi,Southeastern Conference,6.574,0.482,0.061,17.617,27.979,25.907
Austin Parks,FR,C,Ohio State,Big Ten Conference,17.334,2.37,0.2,63.212,39.896,91.192
Austin Patterson,JR,G,Sacramento State,Big Sky Conference,14.552,-0.352,0.096,47.668,23.834,37.306
Austin Sacks,SR,F,Baylor,Big 12 Conference,8.264,-3.211,0.0,23.316,15.026,10.881
Austin Williams,SR,G,Rutgers,Big Ten Conference,10.966,1.794,0.073,31.088,34.197,30.052
Austin Williams,SO,G,Elon,Coastal Athletic Association,23.294,1.839,0.222,95.855,34.197,97.15
Avantae Parker,FR,F,Georgia Southern,Sun Belt Conference,16.193,-1.858,0.061,55.44,18.135,25.907
Avery Anderson III,SR,G,TCU,Big 12 Conference,14.717,3.519,0.102,48.187,49.223,42.487
Avery Brown,SO,G,Columbia,Ivy League,11.682,-2.78,0.064,34.197,16.062,26.425
Avery Felts,JR,G,Arkansas State,Sun Belt Conference,13.779,0.993,0.108,45.078,29.534,44.56
Avery Wilson,SR,G,Southeastern Louisiana,Southland Conference,7.801,-5.936,0.043,21.244,9.845,22.28
Avontez Ledet,JR,G,Southern,Southwest Athletic Conference,7.709,-8.827,0.0,21.244,7.254,10.881
Ayinde Hikim,SR,G,Massachusetts-Lowell,America East Conference,15.866,-1.522,0.095,52.85,18.653,36.788
Ayme Daguilh,SO,F,Maine,America East Conference,19.661,-0.339,0.0,81.347,24.352,10.881
Ayodele Taiwo,SO,F,Howard,Mid-Eastern Athletic Conference,16.184,-9.446,0.174,55.44,6.218,82.902
Aziz Bandaogo,SO,C,Cincinnati,Big 12 Conference,21.403,7.275,0.176,91.192,90.155,84.456
B. Artis White,JR,G,Western Michigan,Mid-American Conference,13.5,-1.866,0.082,44.041,18.135,32.124
B.J. Edwards,SO,G,Southern Methodist,American Athletic Conference,14.042,2.9,0.116,46.114,44.56,45.596
B.J. Mack,SR,F,South Carolina,Southeastern Conference,18.777,4.458,0.15,76.684,53.886,69.43
B.J. Omot,SO,F,North Dakota,Summit League,17.452,-0.049,0.11,64.767,25.389,45.078
BJ Davis,FR,G,San Diego State,Mountain West Conference,-3.583,-9.601,-0.064,4.663,6.218,2.591
BJ Freeman,JR,G,Milwaukee,Horizon League,26.095,3.433,0.159,98.964,47.668,73.575
BJ Marable,SR,F,Western Kentucky,Conference USA,-2.465,-13.214,-0.1,6.218,4.663,2.591
BJ McLaurin,SR,F,Queens (NC),Atlantic Sun Conference,18.747,-0.758,0.121,76.684,20.725,50.777
BJ Ward,FR,G,Southeast Missouri State,Ohio Valley Conference,5.81,-8.1,0.0,16.062,7.772,10.881
Baba Miller,SO,F,Florida State,Atlantic Coast Conference,14.59,2.803,0.083,47.668,42.487,34.197
Babacar Diallo,SR,F,Kansas City,Summit League,13.982,-1.901,0.117,46.114,17.617,46.114
Babacar Faye,JR,F,Western Kentucky,Conference USA,22.081,1.295,0.186,92.746,30.052,88.083
Babatunde Akingbola,SR,C,George Washington,Atlantic 10 Conference,12.459,3.361,0.101,35.751,47.15,40.933
Bailey Nunn,FR,G,Sacramento State,Big Sky Conference,10.019,-4.183,0.067,26.425,13.99,27.461
Bangot Dak,FR,F,Colorado,Pac-12 Conference,10.787,0.672,0.094,31.088,27.979,36.269
Baraka Okojie,FR,G,George Mason,Atlantic 10 Conference,15.646,2.645,0.139,52.332,41.969,60.104
Barrington Hargress,FR,G,UC Riverside,Big West Conference,15.633,-0.017,0.108,52.332,25.389,44.56
Barry Dunning Jr.,SO,G,UAB,American Athletic Conference,6.196,-7.074,0.0,17.617,8.29,10.881
Barry Evans,SO,F,St. Bonaventure,Atlantic 10 Conference,17.324,4.933,0.156,63.212,63.212,72.021
Bas Leyte,SR,F,Clemson,Atlantic Coast Conference,10.934,0.995,0.088,31.088,29.534,35.233
Bash Wieland,SR,G,Bellarmine,Atlantic Sun Conference,20.128,-0.257,0.125,84.974,25.389,53.886
Basheer Jihad,JR,F,Ball State,Mid-American Conference,21.528,1.808,0.147,91.192,34.197,66.321
Baye Fall,FR,F,Arkansas,Southeastern Conference,12.387,-3.128,0.0,35.751,15.026,10.881
Baye Ndongo,FR,F,Georgia Tech,Atlantic Coast Conference,21.537,2.955,0.1,91.192,45.078,39.378
Baylor Hebb,JR,G,UTEP,Conference USA,4.931,-5.439,0.05,14.508,11.399,22.798
Baylor Scheierman,SR,G,Creighton,Big East Conference ,25.117,10.021,0.207,97.927,99.482,92.746
Beau Becker,JR,F,Air Force,Mountain West Conference,18.07,4.552,0.111,72.021,55.44,45.078
Belal El Shakery,FR,F,Wofford,Southern Conference,15.731,-1.95,0.11,52.332,17.617,45.078
Ben Bowen,SO,G,Denver,Summit League,7.437,-5.251,0.02,19.171,12.435,19.171
Ben Brown,FR,G,Dartmouth,Ivy League,0.387,-9.525,-0.057,9.326,6.218,2.591
Ben Burnham,JR,F,College of Charleston,Coastal Athletic Association,20.85,1.599,0.171,87.047,32.124,80.829
Ben Capron,SO,G,Holy Cross,Patriot League,-27.542,-36.997,-0.444,1.036,0.518,1.554
Ben Carlson,SR,F,Utah,Pac-12 Conference,13.633,1.813,0.094,44.56,34.197,36.788
Ben Estis,SO,G,Ohio,Mid-American Conference,9.899,-5.548,0.114,26.425,11.399,45.078
Ben Gold,SO,F,Marquette,Big East Conference ,14.332,4.674,0.129,46.632,57.513,54.922
Ben Gregg,JR,F,Gonzaga,West Coast Conference,23.929,6.511,0.236,95.855,80.311,98.446
Ben Hendriks,JR,C,Ball State,Mid-American Conference,18.105,-0.996,0.133,73.575,20.725,56.477
Ben Humrichous,SR,F,Evansville,Missouri Valley Conference,22.787,5.186,0.157,94.819,67.876,72.539
Ben Johnson,SO,G,Bellarmine,Atlantic Sun Conference,15.747,-1.531,0.079,52.85,18.653,31.088
Ben Knostman,JR,G,Lehigh,Patriot League,4.77,-6.504,0.023,14.508,9.326,19.689
Ben Krikke,SR,F,Iowa,Big Ten Conference,19.901,5.365,0.132,83.938,70.466,56.477
Ben Krystkowiak,SO,G,Robert Morris,Horizon League,4.342,-10.013,0.0,13.99,5.699,10.881
Ben Middlebrooks,JR,F,NC State,Atlantic Coast Conference,18.586,3.741,0.167,75.13,51.295,77.72
Ben Murphy,JR,G,Maryland,Big Ten Conference,19.265,4.591,0.0,79.793,56.477,10.881
Ben Nau,JR,G,St. Thomas,Summit League,9.483,-3.136,0.094,25.389,15.026,36.788
Ben Palacios,JR,G,Boston University,Patriot League,7.524,-5.431,0.043,19.689,11.399,22.28
Ben Ponder,JR,G,Louisiana Tech,Conference USA,5.77,-11.083,0.0,16.062,5.181,10.881
Ben Radford,FR,G,Tulsa,American Athletic Conference,25.831,9.445,0.0,98.964,98.964,10.881
Ben Roy,SO,G,Boston University,Patriot League,10.535,-2.831,0.071,30.052,15.544,28.497
Ben Schwieger,SO,G,Loyola (IL),Atlantic 10 Conference,18.169,3.411,0.216,74.611,47.15,94.819
Ben Shtolzberg,SO,G,UC Santa Barbara,Big West Conference,6.655,-5.084,0.027,17.617,12.953,19.689
Ben Southerland,FR,F,Liberty,Conference USA,12.899,-1.026,0.129,39.378,20.725,55.44
Ben VanderWal,SO,F,Furman,Southern Conference,14.355,-0.118,0.109,46.632,25.389,45.078
Ben Wight,JR,F,Toledo,Mid-American Conference,7.277,-7.06,0.039,18.653,8.29,21.762
Bencao Vungo,FR,G,East Carolina,American Athletic Conference,-6.33,-14.667,-0.091,4.663,4.663,2.591
Benjamin Bayela,SR,G,East Carolina,American Athletic Conference,7.666,-3.967,0.034,21.244,13.99,20.207
Benjamin Bosmans-Verdonk,SR,F,South Carolina,Southeastern Conference,16.249,1.425,0.15,55.44,30.57,69.43
Benjamin Griscti,JR,C,UC Riverside,Big West Conference,19.341,0.147,0.141,80.311,25.907,63.731
Bennett Andersen,SR,G,Florida,Southeastern Conference,71.007,30.387,0.0,100.0,100.0,10.881
Bennett Blackerby,FR,G,San Jose State,Mountain West Conference,21.169,4.147,0.0,89.119,53.368,10.881
Bennett Kwiecinski,SR,F,St. Thomas,Summit League,15.725,-6.597,0.105,52.332,8.808,44.041
Benny Gealer,SO,G,Stanford,Pac-12 Conference,9.875,0.475,0.067,26.425,27.979,27.461
Benny Schroder,SO,G,George Washington,Atlantic 10 Conference,12.31,-1.873,0.055,35.233,18.135,23.834
Benny Williams,JR,F,Syracuse,Atlantic Coast Conference,13.481,0.875,0.065,43.523,28.497,26.943
Bensley Joseph,JR,G,Miami (FL),Atlantic Coast Conference,15.306,4.108,0.09,51.813,53.368,35.751
Bent Leuchten,JR,C,UC Irvine,Big West Conference,22.214,3.743,0.232,93.264,51.813,97.409
Beon Riley,JR,G,Utah Tech,Western Athletic Conference,17.689,0.907,0.123,64.767,28.497,52.85
Beril Kabamba,JR,F,Cal State Fullerton,Big West Conference,8.482,-4.747,0.04,23.316,12.953,22.28
Berke Arslan,FR,G,George Mason,Atlantic 10 Conference,-27.318,-27.715,-0.667,1.036,1.036,0.0
Berke Buyuktuncel,FR,F,UCLA,Pac-12 Conference,9.976,-0.485,0.067,26.425,21.762,27.461
Bernard Pelote,JR,F,Western Carolina,Southern Conference,17.795,1.089,0.147,65.285,30.052,65.803
Bernardo Da Silva,SR,F,Hawaii,Big West Conference,23.107,2.298,0.18,95.855,38.86,87.565
Bez Mbeng,JR,G,Yale,Ivy League,17.9,2.771,0.146,68.394,42.487,65.803
Bijan Cortes,JR,G,Wichita State,American Athletic Conference,3.531,-7.285,-0.046,12.953,8.29,2.591
Biko Johnson,JR,G,Omaha,Summit League,4.695,-7.198,0.0,14.508,8.29,10.881
Bilal Abdur-Rahman,FR,G,Alabama A&M,Southwest Athletic Conference,0.811,-7.805,0.0,10.363,7.772,10.881
Billy Smith,SO,G,Bellarmine,Atlantic Sun Conference,9.88,-4.211,0.02,26.425,13.99,19.171
Birima Seck,JR,F,Fairfield,Metro Atlantic Athletic Conference,15.284,-2.364,0.102,51.295,16.58,41.969
Blair Thompson,SO,F,Columbia,Ivy League,18.297,2.555,0.142,74.611,41.451,63.731
Blaise Threatt,JR,G,Weber State,Big Sky Conference,18.198,1.764,0.173,74.611,33.679,82.902
Blaise Vespe,SO,F,Florida Gulf Coast,Atlantic Sun Conference,6.74,-6.818,0.019,18.135,8.29,19.171
Blake Anderson,FR,G,Miami (OH),Mid-American Conference,7.374,-5.171,0.0,19.171,12.435,10.881
Blake Barker,JR,G,Army,Patriot League,11.544,-2.555,0.087,34.197,16.58,35.233
Blake Brinkmeyer,SR,F,Tarleton State,Western Athletic Conference,11.697,8.42,0.0,34.197,95.337,10.881
Blake Buchanan,FR,F,Virginia,Atlantic Coast Conference,13.154,1.639,0.1,41.451,32.124,40.933
Blake Butler,JR,G,Louisiana,Sun Belt Conference,13.656,-1.315,0.108,44.56,19.689,44.56
Blake Floyd,SO,G,North Alabama,Atlantic Sun Conference,43.892,9.365,0.364,100.0,97.927,99.482
Blake Hinson,SR,G,Pittsburgh,Atlantic Coast Conference,18.519,6.125,0.171,75.13,76.166,82.383
Blake Jones,SO,F,Montana,Big Sky Conference,8.423,-6.424,0.05,23.316,9.326,23.316
Blake Lampman,SR,G,Oakland,Horizon League,15.912,0.28,0.115,52.85,26.425,45.078
Blake Muschalek,FR,G,Auburn,Southeastern Conference,13.28,-1.897,0.0,41.451,17.617,10.881
Blake Peters,JR,G,Princeton,Ivy League,9.32,-0.652,0.093,24.352,20.725,35.751
Blake Preston,SR,F,Northwestern,Big Ten Conference,10.86,0.074,0.093,31.088,25.389,36.269
Blake Smith,SO,G,Northwestern,Big Ten Conference,16.043,4.458,0.109,54.922,53.886,45.078
Blane St. Clair,JR,G,Army,Patriot League,0.04,-11.085,0.0,9.326,5.181,10.881
Blaze Angellotti,FR,G,Saint Francis (PA),Northeast Conference,-13.014,-15.721,0.0,3.627,4.663,10.881
Blondeau Tchoukuiegno,JR,G,California Baptist,Western Athletic Conference,13.536,-0.4,0.118,44.041,22.798,46.114
Blue Cain,FR,G,Georgia,Southeastern Conference,13.098,2.234,0.072,41.451,38.86,30.052
Bo Montgomery,SR,G,Holy Cross,Patriot League,11.722,-6.119,0.015,34.197,9.326,18.653
Bo Myers,SR,F,Wright State,Horizon League,24.229,0.22,0.216,96.373,26.425,94.819
Bobby Durkin,FR,F,Davidson,Atlantic 10 Conference,14.353,2.171,0.112,46.632,38.86,45.078
Bobby Harvey,SR,G,Portland State,Big Sky Conference,11.728,-1.778,0.094,34.197,18.135,36.269
